"title","budget_usd","rating"
"Paprika",15000000,"7.7"
"Venus",15000000,"7.1"
"Bubba Ho-Tep",15000000,"6.9"
"Hysteria",15000000,"6.7"
"Conquest 1453",15000000,"6.4"
"A Revision",15000000,"6.8"
"The Man from Nowhere",15000000,"7.7"
"On Chesil Beach",15000000,"6.3"
"The Greatest Miracle",15000000,"4.6"
"Ajami",15000000,"7.2"
"Photograph",15000000,"6.8"
"King of California",15000000,"6.6"
"Generation Wealth",15000000,"6.6"
"Mother",15000000,"7.7"
"The Nightingale",15000000,"7.3"
"10 Items or Less",15000000,"6.5"
"Gauguin: Voyage to Tahiti",15000000,"6"
"The Inbetweeners",15000000,"6.7"
"Saint Laurent",15000000,"6.1"
"Jodorowsky's Dune",15000000,"8"
"Film Stars Don't Die in Liverpool",15000000,"6.7"
"Facing Windows",15000000,"7.2"
"Talento de barrio",15000000,"5.2"
"Sound of My Voice",15000000,"6.5"
"Ashfall",15000000,"6.2"
"Reservation Road",15000000,"6.6"
"Asylum",15000000,"6.1"
"Cocaine Cowboys",15000000,"7.7"
"Memory",15000000,"6.7"
"House of D",15000000,"6.8"
"The Foot Fist Way",15000000,"6.2"
"Little Manhattan",15000000,"7.4"
"V/H/S",15000000,"5.8"
"Shooting Dogs",15000000,"7.6"
"Three... Extremes",15000000,"6.9"
"Seondal: The Man Who Sells the River",15000000,"6.6"
"Fiddler: A Miracle of Miracles",15000000,"7.6"
"Red Rooms",15000000,"7.1"
"Casa de los babys",15000000,"6.4"
"Out of Control",15000000,"3.3"
"Schemes in Antiques",15000000,"6"
"Looking Up",15000000,"6.2"
"Savage",15000000,"5.7"
"Munger Road",15000000,"4.4"
"Force of Nature: The Dry 2",15000000,"5.9"
"Cherish",15000000,"6.6"
"Kids for Cash",15000000,"7.1"
"Adult Beginners",15000000,"5.6"
"Prince Avalanche",15000000,"6.3"
"Hard Luck Love Song",15000000,"5.3"
"The Wild Parrots of Telegraph Hill",15000000,"7.8"
"Love Is All You Need",15000000,"6.5"
"My Dear Liar",15000000,"6.3"
"On the Count of Three",15000000,"7"
"Fireflies in the Garden",15000000,"6.4"
"Kurukshetra",15000000,"6.2"
"Ira & Abby",15000000,"6.4"
"Her Smell",15000000,"6"
"Return to the Hiding Place",15000000,"5"
"Other People",15000000,"6.8"
"Heart of Champions",15000000,"6"
"The Accidental Getaway Driver",15000000,"6.5"
"Alexandra's Project",15000000,"6.5"
"Perfume: The Story of a Murderer",15000000,"7.5"
"Universal Language",15000000,"7.1"
"A Secret",15000000,"6.8"
"Sharkwater",15000000,"7.8"
"Starter for 10",15000000,"6.7"
"A Tale of Love and Darkness",15000000,"6"
"All Good Things",15000000,"6.3"
"My Donkey, My Lover & I",15000000,"6.5"
"Color Me Kubrick",15000000,"6.1"
"The Statement",15000000,"6.2"
"L'amour fou",15000000,"6.7"
"Last Resort",15000000,"7.2"
"The Yellow Handkerchief",15000000,"6.7"
"Little Chenier",15000000,"6.8"
"Deli Man",15000000,"7.1"
"Amigo",15000000,"6.3"
"Summoning Sylvia",15000000,"5.3"
"The Party",15000000,"6.6"
"The Baxter",15000000,"6.4"
"Rudderless",15000000,"7.4"
"Holla II",15000000,"6.2"
"Phir Milenge",15000000,"6.1"
"Anohana the Movie: The Flower We Saw That Day (Ano hi mita hana no namae wo bokutachi wa mada shiran",15000000,"7.3"
"The Stanford Prison Experiment",15000000,"6.8"
"Dear Frankie",15000000,"7.7"
"The Assassination of Richard Nixon",15000000,"6.9"
"Made in Dagenham",15000000,"7.1"
"The Mysteries of Pittsburgh",15000000,"5.4"
"Fast Color",15000000,"6.1"
"Girl on a Bicycle",15000000,"6.2"
"Black Sea",15000000,"6.4"
"The Saddest Music in the World",15000000,"7"
"Bajatey Raho",15000000,"5.3"
"Once Were Brothers",15000000,"7.4"
"Callas Forever",15000000,"6.4"
"Killer Joe",15000000,"6.7"
"Eye of the Dolphin",15000000,"5.6"
"My Architect",15000000,"7.4"
"Son of Saul",15000000,"7.4"
"Gun Hill Road",15000000,"6.4"
"Rebel in the Rye",15000000,"6.7"
"Freeheld",15000000,"6.6"
"Chocolate: Deep Dark Secrets",15000000,"4.8"
"Belle and Sebastian, Friends for Life",15000000,"6.3"
"Bel Ami",15000000,"5.4"
"Goodbye Solo",15000000,"7.3"
"Todo el poder",15000000,"6.6"
"Strange Gardens",15000000,"7"
"Seeing Other People",15000000,"5.8"
"Extremely Unique Dynamic",15000000,"7.8"
"The Hollars",15000000,"6.6"
"A Royal Affair",15000000,"7.5"
"Facing Nolan",15000000,"7.9"
"Parallel Mothers",15000000,"7.1"
"Chalo Dilli",15000000,"6.8"
"Love U... Mr. Kalakaar!",15000000,"5.5"
"In the Shadow of the Moon",15000000,"8"
"5B",15000000,"7.8"
"Pride and Prejudice",15000000,"5"
"Los Frikis",15000000,"7.5"
"Haven",15000000,"5.7"
"The Sapphires",15000000,"7"
"God & Country",15000000,"6.3"
"Bittersweet Motel",15000000,"7.6"
"Afire",15000000,"7.1"
"Behind the Mask: The Rise of Leslie Vernon",15000000,"6.7"
"Ghostlight",15000000,"7.6"
"Lignes de fuite",15000000,"6.5"
"The Illusionist",15000000,"7.4"
"Victor",15000000,"6.3"
"America: Imagine the World Without Her",15000000,"5"
"Seraphine",15000000,"7.4"
"Stage Beauty",15000000,"7.1"
"Bon Voyage",15000000,"6.7"
"Joe Gould's Secret",15000000,"6.6"
"The Cure: Anniversary 1978-2018 Live in Hyde Park",15000000,"8.4"
"In Praise of Love",15000000,"6.3"
"Third Person",15000000,"6.3"
"Allah Made Me Funny: Live in Concert",15000000,"6.3"
"Clinton Road",15000000,"3.1"
"The Bubble",15000000,"7.2"
"The Happy Prince",15000000,"6.3"
"Red Joan",15000000,"6.4"
"Old Fashioned",15000000,"5"
"The Art of the Steal",15000000,"7.5"
"The New Girlfriend",15000000,"6.5"
"Close to You",15000000,"5.1"
"Shadow in the Cloud",15000000,"5"
"Wild Grass",15000000,"6.2"
"Shaolin Soccer",15000000,"7.3"
"Sea of Dreams",15000,"6.1"
"When Did You Last See Your Father?",15000,"6.8"
"Paris, Je T'aime",15000,"7.2"
"Saint Judy",15000,"6.5"
"The Hedgehog",15000,"7.3"
"Demonlover",15000,"5.9"
"Adoration",149000000,"6.3"
"A Hijacking",149000000,"7.1"
"All the Real Girls",145000000,"6.7"
"Water & Power",145000000,"4.2"
"Carol Doda Topless at the Condor",145000000,"6.8"
"The Song of Names",145000000,"6.5"
"On the Road",145000000,"6"
"Namiya",145000000,"5.2"
"Sky on Fire",145000000,"4.6"
"The Hunting Party",144000000,"6.8"
"Scatter My Ashes at Bergdorf's",142000000,"6.3"
"Inside Job",140000000,"8.2"
"Brigsby Bear",140000000,"7.3"
"Holy Rollers",140000000,"5.9"
"The Sense of an Ending",140000000,"6.4"
"Let the Sunshine In",140000000,"6"
"The Great New Wonderful",140000000,"5.5"
"Walk of Shame",140000000,"6"
"The Secret of Kells",140000000,"7.5"
"Intermission",140000000,"6.8"
"Darling Companion",140000000,"5.2"
"My Best Friend's Wedding",140000000,"5.1"
"The Art of the Steal",140000000,"6.3"
"Red Hook Summer",140000000,"5.3"
"Kedi",14800000,"7.6"
"Panda Plan",14750000,"5.1"
"Sword Master",14700000,"6"
"Aftershock",14600000,"4.8"
"An American Rhapsody",14500000,"6.7"
"The Crossing",14300000,"6.8"
"The Disappearance of Alice Creed",14300000,"6.7"
"Emily",14200000,"6.8"
"Cold in July",14200000,"6.7"
"Psycho Goreman",14000000,"6.3"
"Everlasting Moments",14000000,"7.5"
"Mostly Martha",14000000,"7.2"
"Sometimes I Think About Dying",14000000,"6.6"
"Any Day Now",14000000,"7.4"
"My Life Without Me",14000000,"7.4"
"Greetings from the Shore",14000000,"5.9"
"Women Talking",14000000,"6.9"
"Last Flag Flying",14000000,"6.9"
"Austenland",14000000,"6.3"
"Hating Breitbart",14000000,"6.5"
"Demonic",14000000,"4.3"
"Nishabd",14000000,"5.4"
"High Strung",14000000,"6.3"
"Shikari",14000000,"4.6"
"Nine Queens",14000000,"7.9"
"Being Cyrus",14000000,"7.1"
"Intruders",14000000,"5.4"
"Big Eden",14000000,"7.3"
"Desert Dancer",14000000,"6.2"
"Weak Layers",14000000,"4.5"
"Hector and the Search for Happiness",14000000,"6.9"
"The Trip to Spain",14000000,"6.6"
"Occupy Unmasked",14000000,"5"
"American Adobo",14000000,"4.9"
"Festival in Cannes",14000000,"6"
"Interview",14000000,"6.8"
"Point Blank",14000000,"6.8"
"Ai Weiwei: Never Sorry",14000000,"7.5"
"The Loneliest Whale: The Search for 52",14000000,"6.5"
"Man on the Train",14000000,"7.1"
"Tazza: One-Eyed Jack",14000000,"6"
"Where's My Roy Cohn?",14000000,"7"
"Lost and Delirious",14000000,"6.8"
"Big Brother",14000000,"6.3"
"Wadjda",14000000,"7.5"
"The Memory of a Killer",14000000,"7.2"
"Countdown to Zero",14000000,"6.9"
"Call + Response",14000000,"7.4"
"The Grand Seduction",14000000,"7"
"The Fog of War",14000000,"8"
"The Stones and Brian Jones",14000000,"7"
"Four Lions",14000000,"7.3"
"The Last Stop in Yuma County",14000000,"6.9"
"The Take",14000000,"6.3"
"The Other Side of the Bed",14000000,"6.4"
"Trixie",14000000,"4.9"
"Jack Paradise (Les nuits de Montréal)",14000000,"5.7"
"The Moon",14000000,"5.8"
"Roadside Romeo",14000000,"4.9"
"I Am Sam",139000000,"7.6"
"Eulogy",138000000,"6.4"
"Brooklyn Rules",137000000,"6.3"
"Revolver",137000000,"6.3"
"Submarine",135000000,"7.3"
"Sweet Land",135000000,"7.1"
"National Anthem",135000000,"6.2"
"The Times of Bill Cunningham",135000000,"6.8"
"Warriors of the Dawn",135000000,"6.4"
"Songcatcher",135000000,"7.3"
"Jiro Dreams of Sushi",135000000,"7.8"
"The Last Five Years",135000000,"5.9"
"When Brendan Met Trudy",135000000,"6.5"
"Une femme de ménage",135000000,"6.3"
"Jet Lag",135000000,"6.1"
"Unstoppable",135000000,"6.6"
"Welcome to the Rileys",135000000,"6.9"
"Tesla",135000,"5.1"
"A Time for Drunken Horses",135000,"7.7"
"Pump",135000,"7.6"
"Some Like It Hot",132000000,"5.6"
"New York, New York",132000000,"5"
"The Rider",130000000,"7.4"
"States of Grace",130000000,"6.8"
"Eiffel",130000000,"6.2"
"Oye Lucky! Lucky Oye!",130000000,"7.7"
"The Tempest",130000000,"5.3"
"Secret Mall Apartment",130000000,"8"
"Spring, Summer, Fall, Winter... and Spring",130000000,"8"
"8: The Mormon Proposition",130000000,"7.1"
"The Battle of Shaker Heights",130000000,"6"
"Bhavesh Joshi Superhero",130000000,"7.6"
"Extreme Job",130000000,"7.1"
"Deadly Renovations",130000000,"2.8"
"Water Gate Bridge",130000000,"5.6"
"Freaks of Nature",130000000,"5.9"
"Chicago 10",130000000,"7.3"
"Micmacs",130000000,"7.1"
"Evil Does Not Exist",130000000,"7"
"The Children of Huang Shi",130000000,"7"
"Wristcutters: A Love Story",130000000,"7.2"
"The Beast",130000000,"6.5"
"Centurion",130000,"6.3"
"Ginger & Rosa",13600000,"6.2"
"Nicholas Nickleby",13500000,"7.1"
"Hadh Kar Di Aapne",13500000,"5.3"
"Flag Day",13500000,"5.5"
"Who Knows?",13500000,"6.8"
"Headhunters",13500000,"7.5"
"Mother and Child",13500000,"7.2"
"The Hunt",13500000,"8.3"
"Bloody Axe Wound",13500000,"4.8"
"The Two Faces of January",13430000,"6.2"
"Strangers with Candy",13400000,"5.9"
"The Singles Ward",13400000,"6.2"
"Cronicas",13300000,"6.8"
"A Lego Brickumentary",13200000,"6.8"
"Lucky",13000000,"7.3"
"American Women",13000000,"6.2"
"Circumstance",13000000,"5.9"
"The Spy Gone North",13000000,"7.3"
"Scotland, Pa.",13000000,"6.6"
"A Simple Life",13000000,"7.5"
"Hockeyland",13000000,"7"
"Alien Trespass",13000000,"5.8"
"The Bullet Vanishes",13000000,"6.5"
"David Crosby: Remember My Name",13000000,"7.5"
"Matangi/Maya/M.I.A",13000000,"7.5"
"Le Week-End",13000000,"6.4"
"Teen Spirit",13000000,"6.1"
"Enter the Void",13000000,"7.2"
"Ned Kelly",13000000,"6.4"
"Survival of the Dead",13000000,"4.8"
"Whose Streets?",13000000,"6"
"Band Baaja Baaraat",13000000,"7.2"
"The Divine Fury",13000000,"6.3"
"The Wolfpack",13000000,"7"
"Down and Derby",13000000,"5.6"
"Swing Kids",13000000,"7.5"
"Being Flynn",13000000,"6.4"
"Predestination",13000000,"7.4"
"Blaze",13000000,"6.6"
"The Immigrant",13000000,"6.6"
"12 O'Clock Boys",13000000,"6.4"
"Anita: Speaking Truth to Power",13000000,"6.8"
"Only Fools Rush In",13000000,"5.5"
"All Is True",13000000,"6.3"
"Love Ranch",13000000,"5.6"
"Pollock",13000000,"7"
"Veil of Tears",13000000,"8.8"
"Liam",13000000,"6.9"
"Coco Chanel & Igor Stravinsky",13000000,"6.3"
"La Chimera",13000000,"7.3"
"The Messenger",13000000,"7.1"
"The Child",13000000,"7.4"
"The Lunchbox",13000000,"7.8"
"Faubourg 36",13000000,"6.5"
"Gimme Danger",13000000,"7.2"
"Devil and Angel",13000000,"4.1"
"A Little Help",13000000,"5.6"
"The Salt of the Earth",13000000,"8.4"
"Marianne & Leonard: Words of Love",13000000,"7"
"Bailey's Billion$",13000000,"4.1"
"Greedy Lying Bastards",13000000,"5.9"
"Down with Love",13000000,"6.3"
"Hellbent",13000000,"5.5"
"Timbuktu",13000000,"7.1"
"Machine Gun Preacher",13000000,"6.7"
"Who Killed the Electric Car?",13000000,"7.6"
"Ash Is Purest White",13000000,"7"
"Karobaar: The Business of Love",13000000,"3.8"
"Life in a Day",13000000,"7.6"
"The Bad Guys: The Movie",13000000,"6.2"
"No Safe Spaces",13000000,"7.1"
"Mon meilleur ami",13000000,"6.6"
"Christmas Eve",13000000,"5"
"Beyond the Sea",13000000,"6.7"
"Love, Kennedy",13000000,"6.7"
"The Hero",13000000,"6.5"
"Baadasssss!",13000000,"7.3"
"Mad Hot Ballroom",13000000,"7.4"
"Dhadkan",13000000,"6.5"
"The Homesman",13000000,"6.6"
"Ransomed",13000,"6.6"
"I Saw the Light",129000000,"5.8"
"Earth: One Amazing Day",129000000,"7.8"
"The Romantics",128000000,"5"
"The League",127500000,"7.5"
"House of Sand and Fog",127000000,"7.5"
"Spirit of the Game",127000,"5.2"
"Bra Boys",126000000,"6.2"
"American Teen",125000000,"6.4"
"Freud's Last Session",125000000,"6.1"
"February 15, 1839",125000000,"7.2"
"Tad the Lost Explorer and the Emerald Tablet",125000000,"6"
"Human Flow",125000000,"7.2"
"Birth/Rebirth",125000000,"6.2"
"Petite Maman",125000000,"7.4"
"Dior and I",125000000,"7.2"
"Street Dreams",125000000,"6.1"
"A Quiet Passion",125000000,"6.4"
"Blackbird",125000000,"5.6"
"Together",125000000,"7.4"
"13 Assassins",125000000,"7.5"
"Shock and Awe",125000000,"6.4"
"The Iron Orchard",125000000,"5.7"
"Self Medicated",125000000,"5.7"
"The Weight of Water",125000000,"5.8"
"The Legend of Suriyothai",125000000,"6.4"
"Maudie",125000000,"7.6"
"Revenge",125000000,"6.4"
"Secuestro express",125000000,"6.4"
"The Kid with a Bike",125000000,"7.4"
"The Body",125000000,"5.4"
"Immediate Family",125000000,"8.7"
"Passport to Love",125000,"6.5"
"Head in the Clouds",125000,"6.5"
"Is Anybody There?",125000,"6.6"
"Charlotte Gray",125000,"6.4"
"Held",123000000,"5.3"
"The White Countess",122000000,"6.5"
"The Man from Elysian Fields",120000000,"6.6"
"Metallica: Some Kind of Monster",120000000,"7.5"
"Crimson Rivers 2: Angels of the Apocalypse",120000000,"5.9"
"A Beautiful Soul",120000000,"6.6"
"American Skin",120000000,"7"
"Brand Upon the Brain!",120000000,"7.3"
"Better Living Through Chemistry",120000000,"6.2"
"Beach Rats",120000000,"6.4"
"Crush",120000000,"5.7"
"Paris",120000000,"6.8"
"Super",120000000,"6.7"
"The Paper Tigers",120000000,"6.3"
"Mary Magdalene",120000000,"5.9"
"Thirteen Days",120000000,"7.3"
"Storm Boy",120000000,"6.9"
"Dum",120000000,"5.7"
"Always Miss You",120000000,"3.8"
"Home Delivery: Aapko... Ghar Tak",120000000,"3.4"
"Day Watch",120000000,"6.4"
"After Yang",120000000,"6.6"
"All We Imagine as Light",120000000,"7.1"
"Battle in Seattle",120000000,"6.6"
"Transamerica",120000000,"7.3"
"Bright Young Things",120000000,"6.5"
"Maiden",120000,"7.8"
"Lean on Pete",120000,"7.1"
"Infinitely Polar Bear",120000,"6.9"
"My Lucky Star",120000,"5"
"W.E.",120000,"6.2"
"Junglee",120000,"5.5"
"Quartet",12902809,"6.8"
"Brick Lane",12800000,"6.6"
"The Mayor",12800000,"6.3"
"Seberg",12700000,"6"
"Housekeeping for Beginners",12700000,"7"
"The Rooftop",12620000,"5.8"
"After the Wedding",12600000,"7.7"
"Unsilenced",12600000,"6.8"
"The Accidental Detective 2: In Action",12500000,"6.5"
"Touching Home",12500000,"5.7"
"Roger Dodger",12500000,"6.8"
"Janet Planet",12500000,"6.2"
"The Home Teachers",12500000,"4.3"
"The Origin of Evil",12500000,"6.6"
"Bully",12500000,"6.9"
"Footnote",12500000,"7.1"
"Tel Aviv on Fire",12500000,"6.7"
"The Witch: Part 2 - The Other One",12500000,"6.3"
"Into the Abyss",12500000,"7.3"
"Lizzie",12500000,"5.9"
"Sex and Lucía",12500000,"7"
"Wild Life",12500000,"7.1"
"From Beneath",12500000,"2.8"
"Sleepwalking",12500000,"6.1"
"Mayday Life",12000000,"6.7"
"No One Lives",12000000,"6"
"The Gospel According to André",12000000,"6.8"
"The Brawler",12000000,"8"
"The Assassin",12000000,"6.3"
"Blackball",12000000,"5.6"
"Paradise Now",12000000,"7.4"
"First Position",12000000,"7.5"
"Men, Women & Children",12000000,"6.6"
"Toni Morrison: The Pieces I Am",12000000,"7.7"
"The One I Love",12000000,"7"
"Salmer fra kjøkkenet",12000000,"7.3"
"The Wendell Baker Story",12000000,"5.5"
"Viceroy's House",12000000,"6.7"
"Before the Rains",12000000,"6.5"
"Annie Brocoli dans les fonds marins",12000000,"5.2"
"ECCO",12000000,"4.6"
"The Day I Became a Woman",12000000,"7.3"
"Mr. Untouchable",12000000,"6.6"
"I'm Not Scared",12000000,"7.4"
"The United States of Leland",12000000,"6.9"
"Once I Was a Beehive",12000000,"6.2"
"Pieces of April",12000000,"7"
"The Flowers of War",12000000,"7.5"
"Pariah",12000000,"7.2"
"How to Have Sex",12000000,"6.5"
"The Miseducation of Cameron Post",12000000,"6.6"
"The One I Wrote for You",12000000,"6"
"The Angry Black Girl and Her Monster",12000000,"5.4"
"Green Street Hooligans",12000000,"7.4"
"The House of Mirth",12000000,"7"
"Munna Bhai M.B.B.S.",12000000,"8.1"
"Fallen Leaves",12000000,"7.3"
"Where's the Party Yaar?",12000000,"5.1"
"Flower",12000000,"6"
"Viva",12000000,"7.2"
"La Mission",12000000,"7"
"The Divine Move",12000000,"6.6"
"Reprise",12000000,"7.3"
"Zero Days",12000000,"7.7"
"Heaven",12000000,"4.8"
"And Now Ladies & Gentlemen",12000000,"6.1"
"Shoot Down",12000000,"5.8"
"My Wife Is an Actress",12000000,"6.4"
"Fists of Legend",12000000,"6.8"
"Let the Right One In",12000000,"7.8"
"The Bridge",12000000,"7.2"
"Fool for Love",12000000,"6.6"
"The Boys Are Back",12000000,"6.8"
"Wooly Boys",12000000,"6.1"
"Kehtaa Hai Dil Baar Baar",12000000,"4.7"
"Slaughter Creek",12000000,"3.1"
"The Human Centipede 2 (Full Sequence)",12000000,"3.8"
"A Different Man",12000000,"6.9"
"Summer Hours",12000000,"7.1"
"Blade of the Immortal",12000000,"6.7"
"The Deer King",12000000,"6.4"
"Bread and Roses",12000000,"7"
"CJ7",12000000,"6.4"
"What If...",12000000,"6.3"
"Tim's Vermeer",12000000,"7.8"
"The Killer",12000000,"6.7"
"Lost and Found in Armenia",12000000,"6"
"Monos",12000000,"6.8"
"Hardflip",12000000,"5.3"
"Life Partner",12000000,"5.3"
"Taur Mittran Di",12000000,"6.5"
"Default",12000000,"6.7"
"Waltz with Bashir",12000000,"8"
"The Void",12000000,"5.9"
"Go Away Mr. Tumor",12000000,"6.5"
"Motherhood",12000000,"4.6"
"Fitting In",12000000,"6.1"
"Sleuth",12000000,"6.3"
"The Wedding Weekend",12000000,"5.7"
"DOMINO: Battle of the Bones",12000000,"3.8"
"Come Early Morning",12000000,"6.2"
"Michael Moore in TrumpLand",12000000,"5.8"
"Memories of the Sword",12000000,"6.3"
"One Piece Film: Gold",12000000,"7.1"
"The Golden Era",12000000,"6.4"
"After the Wedding",12000000,"6.3"
"Young Adam",12000000,"6.3"
"Let's Start a Cult",12000000,"5.9"
"The Djinn",12000000,"4.8"
"Best of Enemies: Buckley vs. Vidal",12000000,"7.6"
"A Hidden Life",12000000,"7.4"
"Go West",12000000,"6.1"
"The Beauty Inside",12000000,"7.3"
"Song to Song",12000000,"5.6"
"Mojin: The Worm Valley",12000000,"4.9"
"The Brown Bunny",12000000,"4.9"
"Tim Timmerman: Hope of America",12000000,"5.5"
"Our Time Will Come",12000000,"6.4"
"The Taking of Tiger Mountain",12000000,"6.4"
"Incendies",12000000,"8.3"
"Flow",12000000,"7.9"
"The Journals of Knud Rasmussen",12000000,"6.4"
"Off the Map",12000000,"7.1"
"Dough",12000000,"6.2"
"Arctic",12000000,"6.8"
"Elle",12000000,"7.1"
"Young@Heart",12000000,"7.9"
"Embrace of the Serpent",12000000,"7.8"
"Benediction",12000000,"6.6"
"Hometown Legend",12000000,"5.5"
"Beasts of No Nation",12000000,"7.7"
"Miss Fisher & the Crypt of Tears",12000000,"6.1"
"The Painted Veil",12000000,"7.4"
"Good Day, Ramon",12000000,"7.6"
"Helicopter Eela",12000000,"5.5"
"The Fireflies Are Gone",12000000,"6.9"
"Support the Girls",12000000,"6.4"
"Howl",12000000,"6.6"
"Play the Game",12000000,"6.3"
"Joshua",12000000,"5.8"
"The World to Come",12000000,"6.4"
"Thunder Soul",12000,"7.6"
"Poster Boys",118000000,"5.4"
"Six Minutes to Midnight",117000000,"5.9"
"The Queen of Versailles",116000000,"7.1"
"Man on Wire",115000000,"7.7"
"The Princess and the Warrior",115000000,"7.4"
"The Admiral: Roaring Currents",115000000,"7.1"
"The King of Kong: A Fistful of Quarters",115000000,"8"
"The Front Runner",115000000,"6.1"
"4 Months, 3 Weeks and 2 Days",115000000,"7.9"
"The Beast Within",115000000,"4.2"
"Imagine Me & You",115000000,"6.8"
"Heaven",115000000,"6.9"
"The Other Man",113000000,"5.4"
"Strength and Honour",113000000,"5.1"
"Osama",112000000,"7.3"
"I Capture the Castle",111000000,"6.8"
"Bob Trevino Likes It",110000000,"8.1"
"Take Shelter",110000000,"7.3"
"I'll See You in My Dreams",110000000,"6.7"
"Never Gone",110000000,"5.2"
"Because of Grácia",110000000,"5.5"
"The Tillman Story",110000000,"7.7"
"The Diary of a Teenage Girl",110000000,"6.8"
"Settai",110000000,"4.6"
"Lost in Love",110000000,"6"
"8 Women",110000000,"7"
"Ramaiya Vastavaiya",110000000,"5.8"
"La soga",110000000,"6.2"
"Landline",110000000,"6.4"
"The Eagle Huntress",110000000,"7.5"
"Anna and the Apocalypse",110000000,"6.1"
"Hatchet II",110000000,"5.5"
"Detective Dee: The Mystery of the Phantom Flame",110000000,"6.6"
"Jodi Breakers",110000000,"3.7"
"Borg vs. McEnroe",110000000,"6.9"
"Heartbreaker",110000000,"6.7"
"Archive",110000000,"6.4"
"Music Within",110000000,"7.2"
"Nowhere Boy",110000000,"7.1"
"Towelhead",110000000,"6.9"
"Tucker and Dale vs Evil",110000000,"7.5"
"Heights",110000000,"6.8"
"Wild Rose",110000000,"7.1"
"Testament of Youth",110000000,"7.2"
"Bodied",110000000,"7.1"
"A Writer's Odyssey",110000000,"6.2"
"The Overnight",110000000,"6.1"
"Creation",110000000,"6.6"
"Asa Nu Maan Watna Da: In Search of Our Roots",110000000,"6.6"
"Cliff Walkers",110000000,"6.5"
"Pearl Jam: Let's Play Two",11800000,"8.2"
"The Silencing",11800000,"6.3"
"I Served the King of England",11715578,"7.3"
"What Women Want",11500000,"5.5"
"Beast",11500000,"6.8"
"Khauff",11400000,"4.5"
"The Last Lions",11100000,"8.2"
"Kill Your Darlings",11000000,"6.4"
"Why We Fight",11000000,"8"
"Eros",11000000,"5.9"
"Archenemy",11000000,"5"
"Repo! The Genetic Opera",11000000,"6.4"
"Even the Rain",11000000,"7.4"
"A Plumm Summer",11000000,"6"
"Rabbit Hole",11000000,"7"
"Son of Rambow",11000000,"7"
"Particle Fever",11000000,"7.4"
"Neil Young: Heart of Gold",11000000,"7.7"
"The Dying Gaul",11000000,"6.4"
"Half Nelson",11000000,"7.1"
"The Woodsman",11000000,"7.1"
"Billabong Odyssey",11000000,"6.7"
"Bride Flight",11000000,"7"
"Lucy in the Sky",11000000,"4.9"
"Jungle",11000000,"6.1"
"Die, Mommie, Die!",11000000,"6.4"
"Pathology",11000000,"5.9"
"Reset",11000000,"5.3"
"Boricua's Bond",11000000,"3.7"
"Camp",11000000,"6.2"
"Snowmen",11000000,"6"
"Cold War",11000000,"7.5"
"RRRrrrr!!!",11000000,"5.8"
"The Only Living Boy in New York",11000000,"6.4"
"The First Saturday in May",11000000,"7"
"Feast",11000000,"6.2"
"20 Feet from Stardom",11000000,"7.4"
"High Strung Free Dance",11000000,"6.8"
"A Man Called Ove",11000000,"7.7"
"I Love My Dad",11000000,"6.3"
"Cowgirls 'n Angels",11000000,"6.1"
"Nickel Boys",11000000,"7"
"Civic Duty",11000000,"6.2"
"The Tale of The Princess Kaguya",11000000,"8"
"Christmas in the Clouds",11000000,"6.4"
"Dark Nuns",11000000,"5.5"
"CQ",11000000,"6.2"
"The Dangerous Lives of Altar Boys",11000000,"6.9"
"She Hate Me",11000000,"5.3"
"Broken English",11000000,"6.3"
"A Journey Through Time with Antony",11000000,"5.3"
"Wah-Wah",11000000,"6.7"
"Explosion",11000000,"5.8"
"Mrs. Henderson Presents",11000000,"7"
"Destroyer",11000000,"6.2"
"The Invisible Circus",11000000,"5.5"
"Faith, Hope & Love",11000000,"6.4"
"Voyage of Time",11000000,"7"
"Anthony Kaun Hai?",11000000,"5.1"
"Ida",11000000,"7.4"
"Mugamoodi",11000,"5.1"
"Keep the Lights On",109000000,"6.4"
"Copperhead",108000000,"5.6"
"The Sea Inside",107000000,"8"
"The Roundup: Punishment",107000000,"6.6"
"'71",105507,"7.2"
"The Other Side of Heaven",105000000,"6.2"
"The Limits of Control",105000000,"6.2"
"Intimate Strangers",105000000,"6.9"
"1911",105000000,"5.7"
"Married Life",105000000,"6.2"
"Thirst",105000000,"7.1"
"Groove",105000000,"6.6"
"Bergman Island",105000,"6.6"
"Flavors",104000000,"7.2"
"Our Lady of the Assassins",104000000,"6.8"
"On the Job",103000000,"6.9"
"Promenons-nous dans les bois",103000000,"4.1"
"Kart Racer",103000000,"5.6"
"Grace Jones: Bloodlight and Bami",103000,"6.2"
"I Will Follow",102000000,"6.1"
"Short Term 12",102000000,"7.9"
"Anselm",102000000,"7.2"
"A Man Called Otto",100000000,"7.5"
"Water",100000000,"7.6"
"The Aftermath",100000000,"6.4"
"D.E.B.S.",100000000,"5.4"
"Gloria",100000000,"6.9"
"Tadap",100000000,"5.1"
"Amerikatsi",100000000,"7.4"
"The Little Hours",100000000,"5.8"
"The Road",100000000,"5.6"
"First Lady",100000000,"3.9"
"The Sparring Partner",100000000,"7.2"
"Harry & Snowman",100000000,"7.6"
"The Wrecking Crew!",100000000,"7.7"
"Charly",100000000,"6.2"
"Z for Zachariah",100000000,"6"
"My Dog Skip",100000000,"7"
"Caché",100000000,"7.3"
