Title,Year,Rating,Budget_usd,genres,awards_content
Love and Honor,2006,7.7,65000000,"['Drama', 'History', 'Romance']","Awards, 15 wins & 16 nominations total"
Les filles ne savent pas nager,2000,5.9,65000000,"['Comedy', 'Drama']","Awards, 4 wins total"
Land of the Blind,2006,6.4,65000000,"['Drama', 'Thriller']","Awards, 1 nomination total"
The Girl in the Book,2015,6.1,65000000,['Drama'],"Awards, 1 nomination total"
Redoubt,2019,6.7,65000000,['Drama'],
Skateland,2010,5.7,65000000,['Drama'],"Awards, 1 nomination total"
Drunk Stoned Brilliant Dead,2015,7.2,65000,"['Documentary', 'History']","Awards, 5 nominations total"
Breath,2017,6.7,65000,"['Adventure', 'Drama', 'Romance', 'Sport']","Awards, 9 wins & 22 nominations total"
Violet Tendencies,2010,6.2,65000,"['Comedy', 'Drama', 'Romance']",
The Sisterhood of Night,2014,6.0,65000,"['Drama', 'Mystery', 'Thriller']","Awards, 2 wins & 4 nominations total"
2nd Chance,2022,6.8,65000,['Documentary'],"Awards, 1 win & 4 nominations total"
Blockade,2006,7.4,64000000,"['Documentary', 'History', 'War']","Awards, 4 wins & 2 nominations total"
Long Live Freedom,2013,6.9,64000000,"['Comedy', 'Drama']","Awards, 9 wins & 23 nominations total"
Low Down,2014,6.1,63600000,"['Biography', 'Drama', 'Music']","Awards, 2 wins & 3 nominations total"
Blindsight,2006,7.2,63300000,"['Mountain Adventure', 'Nature Documentary', 'Travel Documentary', 'Adventure', 'Documentary']","Awards, 4 wins & 2 nominations total"
I'm Not Jesus Mommy,2010,2.7,63000000,"['Drama', 'Sci-Fi', 'Thriller']",
Il est plus facile pour un chameau...,2003,5.7,63000000,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance']","Awards, 4 wins & 5 nominations total"
So Young,2013,6.4,63000000,"['Drama', 'Romance']","Awards, 27 wins & 49 nominations total"
Two Drifters,2005,5.7,63000000,['Drama'],"Awards, 6 wins & 6 nominations total"
Hollywould,2019,3.7,62000000,"['Crime', 'Mystery', 'Thriller']",
"Right Now, Wrong Then",2015,7.1,62000000,"['Drama', 'Romance']","Awards, 15 wins & 12 nominations total"
Human Nature,2019,7.7,62000000,['Documentary'],"Awards, 1 win & 4 nominations total"
Paulo Coelho's Best Story,2014,5.6,62000000,"['Docudrama', 'Biography', 'Drama', 'Music']","Awards, 1 nomination total"
Brotherhood of Blades 2,2017,6.6,62000000,"['Conspiracy Thriller', 'Action', 'Adventure', 'Drama', 'History', 'Thriller']","Awards, 11 wins & 20 nominations total"
In a Dream,2008,7.6,62000000,['Documentary'],"Awards, 7 wins & 5 nominations total"
Rare Objects,2023,5.3,62000000,['Drama'],
Hidden in Plain Sight,2003,6.3,61000000,['Documentary'],
Fuck,2005,7.0,61000000,['Documentary'],
Lightning in a Bottle,2004,7.6,61000000,"['Documentary', 'Music']","Awards, 1 win & 2 nominations total"
Misery Loves Comedy,2015,6.3,61000000,"['Comedy', 'Documentary']","Awards, 1 nomination total"
Patience,2012,7.0,61000000,['Documentary'],
It Had to Be You,2015,5.6,61000000,"['Coming-of-Age', 'Romantic Comedy', 'Screwball Comedy', 'Comedy', 'Music', 'Romance']","Awards, 2 wins & 3 nominations total"
Ramen Shop,2018,6.8,61000000,['Drama'],"Awards, 1 win total"
The Seasons In Quincy: Four Portraits of John Berger,2016,6.7,600000,"['Biography', 'Documentary']",
Boy Meets Girl,2014,7.1,600000,"['Comedy', 'Drama', 'Romance']","Awards, 18 wins & 2 nominations total"
The Secret Life of Words,2005,7.4,600000,"['Drama', 'Romance']","Awards, 25 wins & 15 nominations total"
La question humaine,2007,6.2,600000,"['Drama', 'History', 'Music', 'War']","Awards, 6 wins & 4 nominations total"
Borgman,2013,6.7,600000,"['Drama', 'Mystery', 'Thriller']","Awards, 12 wins & 22 nominations total"
Loro,2018,6.7,600000,"['Biography', 'Drama']","Awards, 1 win total"
Fiddler's Journey to the Big Screen,2022,7.7,600000,['Documentary'],"Awards, 3 wins & 3 nominations total"
Hush!,2001,6.8,600000,"['Comedy', 'Drama']","Awards, 6 wins total"
"Goodbye, Dragon Inn",2003,7.1,600000,"['Comedy', 'Drama']","Awards, 13 wins & 11 nominations total"
Yes Nurse! No Nurse!,2002,6.8,600000,"['Comedy', 'Musical']","Awards, 3 wins & 2 nominations total"
Foster Boy,2019,6.4,600000,"['Drama', 'Mystery', 'Thriller']","Awards, 14 wins & 2 nominations total"
A Talking Picture,2003,6.5,600000,"['Comedy', 'Drama', 'History', 'War']","Awards, 1 win & 2 nominations total"
Around a Small Mountain,2009,6.0,600000,"['Comedy', 'Drama']","Awards, 2 nominations total"
The Cut,2014,6.3,600000,"['Adventure', 'Drama', 'History', 'Mystery', 'War']","Awards, 2 wins & 7 nominations total"
One Small Hitch,2013,6.5,600000,"['Feel-Good Romance', 'Comedy', 'Romance']","Awards, 72 wins & 73 nominations total"
Four Quartets,2022,6.8,600000,['Drama'],
The Cowboy and the Queen,2023,9.1,60795000,"['Biography', 'Documentary']","Awards, 3 wins total"
Charlie's Country,2013,7.3,60720000,"['Adventure', 'Drama']","Awards, 14 wins & 16 nominations total"
You Ain't Seen Nothin' Yet,2012,6.5,60000000,"['Comedy', 'Drama']","Awards, 3 nominations total"
Particles of Truth,2003,6.5,60000000,['Drama'],
Blackmail Boy,2003,5.7,60000000,"['Drama', 'Romance']","Awards, 1 win total"
Whores' Glory,2011,7.2,60000000,['Documentary'],"Awards, 3 wins & 5 nominations total"
Becoming Astrid,2018,7.1,60000000,"['Biography', 'Drama', 'History']","Awards, 3 wins & 11 nominations total"
Belle toujours,2006,6.3,60000000,"['Drama', 'Music']","Awards, 20 nominations total"
Dead Snow,2009,6.3,60000000,"['B-Horror', 'Dark Comedy', 'Parody', 'Zombie Horror', 'Comedy', 'Fantasy', 'Horror']","Awards, 2 wins & 6 nominations total"
Five Minutes of Heaven,2009,6.5,60000000,"['Drama', 'Thriller']","Won 1 BAFTA Award, 10 wins & 12 nominations total"
Sal,2011,4.5,60000000,"['Biography', 'Drama']","Awards, 1 win & 2 nominations total"
"All Light, Everywhere",2021,6.8,60000000,"['Science & Technology Documentary', 'Documentary']","Awards, 4 wins & 15 nominations total"
Straight-Jacket,2004,6.6,60000000,"['Comedy', 'Romance']","Awards, 1 win total"
Sympathy for the Devil,2023,5.5,60000000,"['Action', 'Thriller']","Awards, 2 wins total"
Family Law,2006,6.8,60000000,"['Comedy', 'Drama']","Awards, 8 wins & 13 nominations total"
The Scoundrel's Wife,2002,5.9,60000000,"['Drama', 'Romance']","Awards, 2 wins total"
Command and Control,2016,7.3,60000000,"['Documentary', 'History']","Awards, 2 wins total"
Kelly & Cal,2014,6.3,60000000,"['Comedy', 'Drama']","Awards, 1 win & 1 nomination total"
Teddy Bear,2012,7.1,60000000,"['Drama', 'Romance']","Awards, 7 wins & 11 nominations total"
The World,2004,7.1,60000000,['Drama'],"Awards, 5 wins & 11 nominations total"
Nocturama,2016,6.4,60000000,"['Drama', 'Thriller']","Awards, 5 wins & 19 nominations total"
Circo,2010,7.0,60000000,['Documentary'],"Awards, 1 win & 3 nominations total"
Suddenly,2002,6.3,60000000,"['Comedy', 'Drama']","Awards, 20 wins & 7 nominations total"
From Nowhere,2016,6.7,60000000,['Drama'],"Awards, 4 wins & 2 nominations total"
Film Geek,2005,6.1,60000000,['Comedy'],
Justice Is Mind,2013,5.1,60000000,"['Crime', 'Drama', 'Mystery', 'Sci-Fi']",
Documented,2013,6.7,60000000,"['News', 'Biography', 'Documentary', 'Family']","Awards, 3 wins & 2 nominations total"
Troublemakers: The Story of Land Art,2015,6.5,60000000,"['Biography', 'Documentary', 'History']",
Moonlight Sonata: Deafness in Three Movements,2019,7.3,60000000,['Documentary'],"Nominated for 1 Primetime Emmy, 7 nominations total"
I Give It a Year,2013,5.7,60000000,"['Dark Comedy', 'Comedy', 'Romance']","Awards, 1 win & 1 nomination total"
Great Directors,2009,6.4,60000000,['Documentary'],"Awards, 1 nomination total"
Otter 501,2012,7.6,60000000,['Documentary'],
The Sound of Silence,2019,5.7,60000000,['Drama'],"Awards, 3 nominations total"
Liv & Ingmar,2012,7.3,60000000,['Documentary'],"Awards, 1 nomination total"
These Birds Walk,2012,6.9,60000000,"['News', 'Documentary', 'Drama']","Awards, 5 wins & 2 nominations total"
How to Come Alive with Norman Mailer,2023,8.0,60000000,"['Biography', 'Documentary']","Awards, 1 win & 3 nominations total"
Day Night Day Night,2006,6.3,60000000,"['Crime', 'Drama', 'Thriller']","Awards, 6 wins & 8 nominations total"
Walking Out,2017,5.8,60000000,"['Adventure', 'Drama', 'Mystery', 'Thriller']","Awards, 1 win & 2 nominations total"
Bollywood/Hollywood,2002,5.9,60000000,"['Satire', 'Comedy', 'Drama', 'Musical', 'Romance']","Awards, 3 wins & 9 nominations total"
Spiral Farm,2019,5.3,60000000,['Drama'],"Awards, 2 wins & 1 nomination total"
Free Time,2023,5.5,60000000,['Comedy'],"Awards, 1 win & 1 nomination total"
The Bride & The Grooms,2009,6.8,60000000,"['Comedy', 'Romance']",
I Like Killing Flies,2004,7.3,60000000,['Documentary'],"Awards, 1 nomination total"
The Chambermaid,2018,7.0,60000000,['Drama'],"Awards, 13 wins & 36 nominations total"
Evil Remains,2004,3.9,60000000,"['Horror', 'Thriller']","Awards, 1 nomination total"
Our Children,2012,6.8,60000000,"['Crime', 'Drama']","Awards, 9 wins & 12 nominations total"
Pianoforte,2023,7.3,60000000,"['Documentary', 'Music']","Awards, 8 wins & 7 nominations total"
Mind the Gap,2004,6.9,60000000,"['Comedy', 'Drama']",
Best Worst Movie,2009,7.2,60000000,"['Comedy', 'Documentary']","Awards, 3 wins & 1 nomination total"
Poly Styrene: I Am a Cliché,2021,7.1,60000000,"['Music Documentary', 'Biography', 'Documentary', 'Music']","Awards, 5 wins & 4 nominations total"
Memories of My Father,2020,7.2,60000000,"['Drama', 'History']","Awards, 10 wins & 14 nominations total"
Killing Kasztner,2008,7.3,60000000,['Documentary'],"Awards, 2 wins total"
Gangster No. 1,2000,6.7,60000000,"['Crime', 'Drama', 'Thriller']","Awards, 1 win & 9 nominations total"
Broadway Idiot,2013,7.5,60000000,"['Documentary', 'Music', 'Musical']","Awards, 1 win & 1 nomination total"
A State of Mind,2004,7.7,60000000,['Documentary'],"Awards, 1 nomination total"
Junction 48,2016,6.6,60000000,"['Action', 'Biography', 'Crime', 'Drama', 'Music', 'Thriller']","Awards, 8 wins & 5 nominations total"
The Adderall Diaries,2015,5.1,60000000,"['Crime', 'Drama', 'Mystery', 'Thriller']","Awards, 3 nominations total"
Syndromes and a Century,2006,7.3,60000000,['Drama'],"Awards, 3 wins & 13 nominations total"
No Turning Back,2001,5.8,60000000,"['Crime', 'Drama', 'Thriller']","Awards, 5 wins & 3 nominations total"
Who the #$&% Is Jackson Pollock?,2006,7.0,60000000,['Documentary'],
Arjun: The Warrior Prince,2012,6.8,60000000,"['Action', 'Adventure', 'Animation']","Awards, 1 nomination total"
The Sorcerer and the White Snake,2011,5.8,60000000,"['Martial Arts', 'Action', 'Fantasy', 'Romance']","Awards, 1 win & 4 nominations total"
Greenwich Village: Music That Defined a Generation,2012,7.0,60000000,"['Documentary', 'Music']",
Gomorrah,2008,7.0,60000000,"['True Crime', 'Crime', 'Drama']","Nominated for 1 BAFTA Award, 34 wins & 42 nominations total"
Jealousy,2013,6.4,60000000,['Drama'],"Awards, 3 nominations total"
Spinning Into Butter,2007,4.4,60000000,['Drama'],"Awards, 1 nomination total"
Hotel by the River,2018,6.7,60000000,['Drama'],"Awards, 5 wins & 7 nominations total"
Sommer vorm Balkon,2005,6.9,60000000,['Drama'],"Awards, 7 wins & 9 nominations total"
My Art,2016,4.3,60000000,['Drama'],
Shithouse,2020,6.9,60000000,"['Coming-of-Age', 'Feel-Good Romance', 'Quirky Comedy', 'Comedy', 'Drama', 'Romance']","Awards, 3 wins & 4 nominations total"
Glass,2007,7.3,60000000,"['Biography', 'Documentary', 'Music']","Nominated for 1 Primetime Emmy, 2 nominations total"
I Love You Forever,2024,5.7,60000000,"['Comedy', 'Drama']",
El bonaerense,2002,6.9,60000000,"['Crime', 'Drama']","Awards, 8 wins & 11 nominations total"
Blind Shaft,2003,7.5,60000000,"['Crime', 'Drama']","Awards, 16 wins & 7 nominations total"
Mountains May Depart,2015,6.9,60000000,"['Drama', 'Romance']","Awards, 26 wins & 42 nominations total"
Radio Free Albemuth,2010,5.6,60000000,"['Drama', 'Sci-Fi']",
Burma VJ: Reporting from a Closed Country,2008,7.8,60000000,"['News', 'Documentary', 'History']","Nominated for 1 Oscar, 20 wins & 12 nominations total"
Alone with Her,2006,6.0,60000000,"['Crime', 'Drama', 'Thriller']",
La petite Lili,2003,6.1,60000000,"['Drama', 'Romance']","Awards, 3 wins & 3 nominations total"
Arranged,2007,7.3,60000000,"['Comedy', 'Drama', 'Romance']","Awards, 6 wins total"
Kid Cannabis,2014,6.4,60000000,"['True Crime', 'Biography', 'Comedy', 'Crime', 'Drama']","Awards, 1 nomination total"
No Intenso Agora,2017,7.3,60000000,"['Documentary', 'History']","Awards, 7 wins & 13 nominations total"
Maniac,2012,6.1,60000000,"['Serial Killer', 'Splatter Horror', 'Tragedy', 'Crime', 'Horror', 'Thriller']","Awards, 4 wins & 5 nominations total"
The Fencer,2015,7.1,60000000,"['Biography', 'Drama', 'History', 'Sport']","Awards, 6 wins & 5 nominations total"
Spider,2002,6.7,60000000,"['Psychological Thriller', 'Drama', 'Mystery', 'Thriller']","Awards, 13 wins & 25 nominations total"
The Preppie Connection,2015,6.1,60000000,"['True Crime', 'Crime', 'Drama']","Awards, 2 wins total"
Wa-shoku: Beyond Sushi,2015,6.8,60000000,"['Biography', 'Documentary', 'Family', 'History']",
Troll Hunter,2010,6.9,60000000,"['Drama', 'Fantasy', 'Thriller']","Awards, 12 wins & 13 nominations total"
Violeta Went to Heaven,2011,7.1,60000000,"['Biography', 'Drama', 'Music']","Awards, 15 wins & 10 nominations total"
The Quitter,2014,5.9,60000000,"['Comedy', 'Drama']",
Garbo: The Spy,2009,7.2,60000000,"['Biography', 'Documentary', 'History']","Awards, 4 wins & 3 nominations total"
Kettle of Fish,2006,5.2,60000000,"['Comedy', 'Romance']","Awards, 1 nomination total"
Of Time and the City,2008,7.2,60000000,"['Biography', 'Documentary']","Nominated for 1 BAFTA Award, 2 wins & 11 nominations total"
"Riotsville, U.S.A.",2022,6.7,60000000,"['Documentary', 'History']","Awards, 4 wins & 10 nominations total"
America the Beautiful 2: The Thin Commandments,2011,6.7,60000000,['Documentary'],
Tosca,2001,7.4,60000000,"['Drama', 'Musical']",
Elektra Luxx,2010,5.0,60000000,"['Parody', 'Comedy', 'Drama']","Awards, 1 nomination total"
Mind Game,2004,7.7,60000000,"['Adult Animation', 'Anime', 'Adventure', 'Animation', 'Comedy', 'Drama', 'Mystery', 'Romance']","Awards, 1 win total"
City of Life and Death,2009,7.7,60000000,"['Drama', 'History', 'War']","Awards, 17 wins & 15 nominations total"
Here After,2021,,60000000,[],
The Windigo,2024,4.7,60000000,"['Monster Horror', 'Horror', 'Thriller']","Awards, 8 nominations total"
Gone Doggy Gone,2014,4.6,60000000,"['Adventure', 'Comedy']","Awards, 10 wins & 1 nomination total"
Close to Home,2005,6.8,60000000,['Drama'],"Awards, 2 wins & 9 nominations total"
If a Tree Falls: A Story of the Earth Liberation Front,2011,7.1,60000,"['Biography', 'Crime', 'Documentary', 'Drama']","Nominated for 1 Oscar, 6 wins & 4 nominations total"
Club Zero,2023,5.8,60000,"['Comedy', 'Drama', 'Thriller']","Awards, 3 wins & 8 nominations total"
Entre les Bras,2012,6.2,60000,"['Biography', 'Documentary', 'Family']","Awards, 1 win total"
Swimmers,2005,6.3,60000,['Drama'],"Awards, 1 win & 1 nomination total"
The Violin,2005,7.6,60000,"['Drama', 'Music']","Awards, 30 wins & 11 nominations total"
Ong Bak 3,2010,4.9,6800000,"['Martial Arts', 'Action']","Awards, 3 nominations total"
Casting By,2012,7.6,6800000,"['Biography', 'Documentary']","Awards, 3 wins & 1 nomination total"
A Picture of You,2013,6.3,6700000,['Drama'],"Awards, 1 win & 2 nominations total"
The Road Dance,2021,7.1,6700000,['Drama'],"Awards, 3 wins total"
Carmen and Geoffrey,2005,7.9,6600000,['Documentary'],
Can't Stand Losing You: Surviving the Police,2012,6.9,6600000,"['Biography', 'Documentary', 'History', 'Music']",
El sueño del regreso,2005,4.8,6500000,"['Comedy', 'Drama']",
Los Reyes,2018,7.2,6500000,['Documentary'],"Awards, 6 wins & 8 nominations total"
Nostalgia for the Light,2010,7.6,6500000,['Documentary'],"Awards, 13 wins & 20 nominations total"
Aida's Secrets,2016,7.2,6500000,['Documentary'],"Awards, 3 wins & 2 nominations total"
Deux de la Vague,2010,6.8,6500000,['Documentary'],
Stone Reader,2002,7.7,6500000,"['Documentary', 'Drama']","Awards, 3 wins & 3 nominations total"
L'attesa,2015,6.5,6500000,['Drama'],"Awards, 7 wins & 9 nominations total"
Joseph Pulitzer: Voice of the People,2018,6.7,6500000,['Documentary'],"Awards, 3 nominations total"
Bonnie & Clyde vs. Dracula,2008,4.4,6500000,"['Action', 'Crime', 'Horror']","Awards, 2 wins total"
Asako I & II,2018,7.1,6500000,"['Drama', 'Romance']","Awards, 3 wins & 10 nominations total"
Buñuel in the Labyrinth of the Turtles,2018,7.1,6500000,"['Animation', 'Biography', 'Drama', 'History']","Awards, 14 wins & 21 nominations total"
Love Goes Public,2019,9.6,6500000,['Documentary'],
Incantato,2003,6.6,6500000,"['Comedy', 'Drama', 'Romance']","Awards, 4 wins & 12 nominations total"
The Unknown Woman,2006,7.4,6500000,"['Psychological Drama', 'Psychological Thriller', 'Suspense Mystery', 'Drama', 'Mystery', 'Thriller']","Awards, 22 wins & 26 nominations total"
Death by China,2012,5.4,6500000,"['News', 'Documentary', 'Drama', 'History']","Awards, 1 win total"
The Janky Promoters,2009,5.1,6500000,"['Buddy Comedy', 'Comedy', 'Crime', 'Music']",
How to Grow a Band,2011,6.9,6500000,"['Documentary', 'Music']",
C.S.A.: The Confederate States of America,2004,6.4,6500000,"['Comedy', 'Drama', 'War']","Awards, 1 win & 2 nominations total"
Brodeuses,2004,6.9,6500000,"['Drama', 'Romance']","Awards, 7 wins & 5 nominations total"
Ed Gein,2000,5.5,6500000,"['Docudrama', 'True Crime', 'Biography', 'Crime', 'Drama', 'Horror', 'Thriller']","Awards, 4 wins & 2 nominations total"
Tanna,2015,6.9,6500000,"['Adventure', 'Drama', 'Romance']","Nominated for 1 Oscar, 10 wins & 20 nominations total"
Better Than Something: Jay Reatard,2011,7.6,6500000,"['Biography', 'Documentary', 'Drama']",
Who is Dayani Cristal?,2013,6.9,6428966,['Documentary'],"Awards, 3 wins & 4 nominations total"
Citadel,2012,5.5,6420000,"['Psychological Horror', 'Psychological Thriller', 'Drama', 'Horror', 'Thriller']","Awards, 11 wins & 7 nominations total"
Ribbons,2016,5.9,6400000,['Thriller'],"Awards, 1 win total"
Vitus,2006,7.6,6400000,"['Drama', 'Music']","Awards, 3 wins & 1 nomination total"
Permanent,2017,5.7,6400000,['Comedy'],
Silicon Cowboys,2016,6.9,6300000,"['Science & Technology Documentary', 'Documentary', 'History']","Awards, 1 win & 1 nomination total"
Anatomy,2000,6.0,6300000,"['Slasher Horror', 'Horror', 'Thriller']","Awards, 1 win & 3 nominations total"
Did You Wonder Who Fired the Gun?,2017,6.7,6250000,['Documentary'],"Awards, 1 win & 6 nominations total"
Eastern Boys,2013,6.9,6200000,"['Crime', 'Drama', 'Romance', 'Thriller']","Awards, 3 wins & 8 nominations total"
Hilma,2022,6.0,6200000,"['Biography', 'Drama']","Awards, 2 nominations total"
Biggie & Tupac,2002,6.7,6000000,"['Biography', 'Crime', 'Documentary', 'Music']","Awards, 1 nomination total"
"OC87: The Obsessive Compulsive, Major Depression, Bipolar, Asperger's Movie",2010,6.5,6000000,"['Biography', 'Documentary']","Awards, 1 win total"
