Title,Year,Rating,Budget_usd,genres,awards_content
Seasons of Gray,2013,6.2,16500000,['Drama'],
City Island,2009,7.3,16500000,"['Comedy', 'Drama']","Awards, 3 wins & 4 nominations total"
The Ark and the Darkness,2024,5.3,16500000,['Documentary'],
Into the Arms of Strangers: Stories of the Kindertransport,2000,7.7,16500000,"['Documentary', 'History', 'War']","Won 1 Oscar, 7 wins & 6 nominations total"
Into the Arms of Strangers,2007,5.5,16450000,"['Drama', 'Mystery', 'Thriller']","Awards, 1 nomination total"
The Damned United,2009,7.5,16200000,"['Docudrama', 'Soccer', 'Biography', 'Drama', 'Sport']","Awards, 5 nominations total"
"Goodbye, Don Glees!",2021,6.7,16000000,"['Anime', 'Adventure', 'Animation', 'Drama']","Awards, 3 nominations total"
Kicks,2016,6.4,16000000,"['Adventure', 'Drama']","Awards, 4 wins & 3 nominations total"
Broken Hill,2009,6.2,16000000,"['Drama', 'Family', 'Music']","Awards, 2 wins total"
Lost in Thailand,2012,6.2,16000000,"['Adventure', 'Comedy', 'Drama']","Awards, 17 wins & 18 nominations total"
Outsourced,2006,7.0,16000000,"['Workplace Drama', 'Comedy', 'Drama', 'Romance']","Awards, 5 wins total"
Antarctica: A Year on Ice,2013,7.6,16000000,"['Nature Documentary', 'Travel Documentary', 'Adventure', 'Biography', 'Documentary', 'Drama']","Awards, 17 wins & 3 nominations total"
The Vertical Ray of the Sun,2000,7.2,16000000,"['Drama', 'Romance']","Awards, 3 nominations total"
99 Homes,2014,7.1,16000000,"['Crime', 'Drama']","Awards, 12 wins & 24 nominations total"
Bullhead,2011,7.3,16000000,"['Crime', 'Drama']","Nominated for 1 Oscar, 23 wins & 20 nominations total"
Corsage,2022,6.5,16000000,"['Biography', 'Drama', 'History']","Nominated for 1 BAFTA Award, 17 wins & 44 nominations total"
D-Tox,2002,5.3,16000000,"['Crime', 'Thriller']",
Modigliani,2004,7.2,16000000,"['Biography', 'Drama']","Awards, 2 nominations total"
Green Ghost and the Masters of the Stone,2021,4.6,16000000,"['Supernatural Fantasy', 'Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy']",
Nobody Knows,2004,8.0,16000000,['Drama'],"Awards, 13 wins & 10 nominations total"
Holly,2006,6.7,16000000,['Drama'],"Awards, 1 nomination total"
Mad About Mambo,2000,5.9,16000000,"['Comedy', 'Drama', 'Romance', 'Sport']",
I Spit on Your Grave,2010,6.2,16000000,"['Splatter Horror', 'Horror', 'Thriller']","Awards, 2 nominations total"
Exit,2019,7.0,16000000,['Comedy'],"Awards, 14 wins & 21 nominations total"
Right at Your Door,2006,6.0,16000000,"['Drama', 'Sci-Fi', 'Thriller']","Awards, 1 win & 2 nominations total"
Robot Dreams,2023,7.6,16000000,"['Animation', 'Comedy', 'Drama', 'Family']","Nominated for 1 Oscar, 27 wins & 44 nominations total"
The Hip Hop Project,2006,5.9,16000000,"['Documentary', 'Music']","Awards, 4 wins & 1 nomination total"
Outrage,2009,7.5,16000000,['Documentary'],"Awards, 1 win & 5 nominations total"
Youssou Ndour: I Bring What I Love,2008,6.6,16000000,"['Documentary', 'Music', 'Musical']","Awards, 2 wins & 2 nominations total"
Molière,2007,7.1,16000000,"['Biography', 'Comedy']","Awards, 3 wins & 5 nominations total"
Blue Ruin,2013,7.1,16000000,"['Crime', 'Drama', 'Thriller']","Awards, 7 wins & 21 nominations total"
"Love, Sex and Eating the Bones",2003,5.8,16000000,"['Comedy', 'Romance']","Awards, 5 wins & 4 nominations total"
Under the Sand,2000,7.0,16000000,"['Drama', 'Mystery']","Awards, 1 win & 11 nominations total"
C.O.G.,2013,5.6,16000000,"['Comedy', 'Drama']","Awards, 1 win & 2 nominations total"
The Proposition,2005,7.3,16000000,"['Costume Drama', 'Period Drama', 'Tragedy', 'Crime', 'Drama', 'Western']","Awards, 14 wins & 30 nominations total"
Fanfan,2003,5.7,16000000,"['Swashbuckler', 'Adventure', 'Comedy', 'Romance']","Awards, 2 nominations total"
The Green Prince,2014,7.2,16000000,"['Biography', 'Documentary']","Awards, 5 wins & 8 nominations total"
Bart Got a Room,2008,5.7,16000000,"['Comedy', 'Drama', 'Romance']","Awards, 1 win total"
11-11-11,2011,3.9,16000000,"['Horror', 'Mystery', 'Thriller']",
Brighton Rock,2010,5.7,16000000,"['Crime', 'Drama', 'Thriller']","Awards, 1 win & 8 nominations total"
The Trouble with Terkel,2010,7.1,16000000,"['Adult Animation', 'Animation', 'Comedy', 'Drama', 'Musical', 'Thriller']",
Young Detective Dee: Rise of the Sea Dragon,2013,6.4,16000000,"['Action', 'Adventure', 'Drama', 'Fantasy']","Awards, 7 wins & 30 nominations total"
Lady Chatterley,2006,6.7,16000000,"['Drama', 'Romance']","Awards, 11 wins & 14 nominations total"
Heropanti,2014,5.2,16000000,"['Action', 'Drama', 'Romance']","Awards, 17 wins & 12 nominations total"
Wordplay,2006,7.4,16000000,['Documentary'],"Awards, 1 win & 7 nominations total"
Summering,2022,4.4,16000000,"['Coming-of-Age', 'Teen Drama', 'Drama']","Awards, 1 nomination total"
Diggers,2006,6.3,16000000,"['Comedy', 'Drama']",
A Street Cat Named Bob,2016,7.3,16000000,"['Biography', 'Drama', 'Family']","Awards, 1 win total"
The Journey,2016,6.7,16000000,"['Docudrama', 'Political Drama', 'Biography', 'Drama', 'History']","Awards, 2 wins & 2 nominations total"
I'm Your Man,2021,7.1,16000000,"['Artificial Intelligence', 'Romantic Comedy', 'Comedy', 'Drama', 'Romance', 'Sci-Fi']","Awards, 10 wins & 15 nominations total"
Bread and Tulips,2000,7.3,16000000,"['Comedy', 'Romance']","Awards, 32 wins & 13 nominations total"
In Search of Greatness,2018,6.9,16000000,"['Documentary', 'Sport']","Awards, 3 nominations total"
Gemini,2017,5.4,16000000,"['Crime', 'Drama', 'Mystery', 'Thriller']","Awards, 1 win & 6 nominations total"
The Woman in the Fifth,2011,5.3,16000000,"['Drama', 'Mystery', 'Thriller']","Awards, 2 nominations total"
Cooties,2014,5.7,16000000,"['Dark Comedy', 'Parody', 'Zombie Horror', 'Action', 'Comedy', 'Horror', 'Sci-Fi', 'Thriller']","Awards, 1 win & 4 nominations total"
In a Better World,2010,7.6,16000000,"['Tragedy', 'Drama', 'Romance']","Won 1 Oscar, 14 wins & 24 nominations total"
Never Again,2001,6.1,16000000,"['Comedy', 'Romance']","Awards, 1 nomination total"
Waking Sleeping Beauty,2009,7.5,16000000,"['Documentary', 'Drama', 'History']","Awards, 2 wins & 2 nominations total"
The End of Sex,2022,5.1,16000000,"['Romantic Comedy', 'Comedy', 'Drama', 'Romance']","Awards, 2 nominations total"
Winged Migration,2001,7.9,16000000,"['Nature Documentary', 'Documentary']","Nominated for 1 Oscar, 5 wins & 16 nominations total"
Brothers at War,2009,6.5,16000000,"['Documentary', 'War']","Awards, 1 nomination total"
Undefeated,2011,7.7,16000,"['Football', 'Sports Documentary', 'Documentary', 'Sport']","Won 1 Oscar, 4 wins & 8 nominations total"
Raising Victor Vargas,2002,7.2,159000000,"['Drama', 'Romance']","Awards, 4 wins & 14 nominations total"
My Zoe,2019,6.0,155000000,['Drama'],"Awards, 1 nomination total"
Cock and Bull,2016,6.8,155000000,['Crime'],"Awards, 14 wins & 13 nominations total"
Jump Tomorrow,2001,7.1,155000000,"['Quirky Comedy', 'Comedy', 'Drama', 'Romance']","Won 1 BAFTA Award, 3 wins & 6 nominations total"
Give Me Liberty,2019,6.7,155000000,"['Comedy', 'Drama']","Awards, 7 wins & 8 nominations total"
Agora,2009,7.1,155000000,"['Period Drama', 'Sword & Sandal', 'Adventure', 'Biography', 'Drama', 'History', 'Romance']","Awards, 11 wins & 15 nominations total"
Long Strange Trip,2017,8.2,153875,"['Biography', 'Documentary', 'Music']","Awards, 2 wins & 6 nominations total"
Breakfast on Pluto,2005,7.2,150000000,"['Comedy', 'Drama']","Awards, 6 wins & 17 nominations total"
Owning Mahowny,2003,7.0,150000000,"['True Crime', 'Crime', 'Drama', 'Thriller']","Awards, 3 wins & 5 nominations total"
About Adam,2000,5.8,150000000,"['Comedy', 'Romance']","Awards, 3 nominations total"
Happening,2021,7.4,150000000,['Drama'],"Nominated for 1 BAFTA Award, 27 wins & 49 nominations total"
Another Gay Movie,2006,5.0,150000000,"['Parody', 'Comedy', 'Romance']","Awards, 2 wins & 1 nomination total"
The Eight Mountains,2022,7.7,150000000,['Drama'],"Awards, 17 wins & 31 nominations total"
Live by Night,2016,6.4,150000000,"['Dark Comedy', 'Gangster', 'Action', 'Crime', 'Drama', 'Thriller']","Awards, 4 nominations total"
The Death & Life of John F. Donovan,2018,6.1,150000000,['Drama'],"Awards, 2 wins & 6 nominations total"
The Cakemaker,2017,7.3,150000000,"['Drama', 'Romance']","Awards, 18 wins & 15 nominations total"
Passion,2012,5.3,150000000,"['Erotic Thriller', 'Adventure', 'Drama', 'Horror', 'Mystery', 'Thriller']","Awards, 3 nominations total"
One Chance,2013,6.8,150000000,"['Biography', 'Comedy', 'Drama', 'Music']","Awards, 3 wins & 5 nominations total"
Maika,2022,5.6,150000000,"['High-Concept Comedy', 'Adventure', 'Comedy', 'Family']",
Côte d'Azur,2005,6.6,150000000,"['Comedy', 'Musical', 'Romance']","Awards, 1 win & 2 nominations total"
The Last Mistress,2007,6.2,150000000,"['Period Drama', 'Drama', 'Romance']","Awards, 3 nominations total"
The Last Kiss,2001,6.9,150000000,"['Comedy', 'Drama', 'Romance']","Awards, 16 wins & 14 nominations total"
The Greatest,2009,6.6,150000000,"['Drama', 'Romance']","Awards, 3 nominations total"
The Eternal Daughter,2022,5.9,150000000,"['Drama', 'Mystery']","Awards, 1 win & 15 nominations total"
The Young and Prodigious T.S. Spivet,2013,7.0,150000000,"['Adventure', 'Comedy', 'Drama', 'Family']","Awards, 5 wins & 6 nominations total"
Leap of Faith,2024,7.8,150000000,['Documentary'],
Bill Cunningham: New York,2010,7.9,150000000,"['Biography', 'Documentary', 'History']","Awards, 1 win & 13 nominations total"
Lilya 4-Ever,2002,7.8,150000000,"['True Crime', 'Crime', 'Drama']","Awards, 12 wins & 12 nominations total"
At Middleton,2013,6.5,150000000,"['Comedy', 'Romance']","Awards, 3 wins & 1 nomination total"
The People Vs. Fritz Bauer,2015,7.1,150000000,"['Biography', 'Drama', 'Thriller']","Awards, 16 wins & 10 nominations total"
Biosphere,2022,5.5,150000000,"['Dark Comedy', 'Comedy', 'Drama', 'Fantasy', 'Mystery', 'Romance', 'Sci-Fi']","Awards, 2 nominations total"
Intimacy,2001,6.0,150000000,"['Drama', 'Romance']","Awards, 6 wins & 5 nominations total"
Ode to My Father,2014,7.8,150000000,"['Drama', 'War']","Awards, 23 wins & 20 nominations total"
The Amati Girls,2000,5.0,150000000,['Drama'],"Awards, 4 wins total"
Mannat,2006,7.4,150000000,"['Action', 'Crime', 'Drama']",
Regression,2015,5.6,150000000,"['True Crime', 'Crime', 'Drama', 'Mystery', 'Thriller']","Awards, 1 win & 2 nominations total"
CSNY/Déjà Vu,2008,7.0,150000000,"['Documentary', 'Music']",
Made in Italy,2020,6.0,150000000,"['Comedy', 'Drama', 'Romance']",
Your Mommy Kills Animals!,2007,6.6,150000000,['Documentary'],
Strawberry Mansion,2021,6.4,150000000,"['Adventure Epic', 'Dark Comedy', 'Fairy Tale', 'Fantasy Epic', 'Quest', 'Adventure', 'Fantasy', 'Romance', 'Sci-Fi']","Awards, 2 wins & 9 nominations total"
Mozart's Sister,2010,6.4,150000000,"['Biography', 'Drama', 'Music', 'Romance']","Awards, 2 wins & 8 nominations total"
White Girl,2016,5.7,150000000,"['Crime', 'Drama']","Awards, 1 win & 3 nominations total"
A Film Unfinished,2010,7.4,150000000,"['Documentary', 'Drama', 'History']","Awards, 6 wins & 11 nominations total"
My Mother,2015,6.8,150000000,['Drama'],"Awards, 12 wins & 25 nominations total"
"Kumiko, The Treasure Hunter",2014,6.6,150000000,['Drama'],"Awards, 10 wins & 8 nominations total"
Office,2015,6.1,150000000,"['Comedy', 'Musical', 'Romance']","Awards, 6 wins & 13 nominations total"
The Hummingbird Project,2018,6.2,150000000,"['Drama', 'Thriller', 'Financial Drama']","Awards, 3 wins & 6 nominations total"
People I Know,2002,5.4,150000000,"['Crime', 'Drama', 'Mystery']",
Mark Felt: The Man Who Brought Down the White House,2017,6.4,150000000,"['Biography', 'Drama', 'History', 'Thriller']","Awards, 1 nomination total"
Son of the Bride,2001,7.8,150000000,"['Comedy', 'Drama']","Nominated for 1 Oscar, 37 wins & 12 nominations total"
The German Doctor,2013,6.7,150000000,"['Drama', 'Thriller']","Awards, 19 wins & 22 nominations total"
Bangistan,2015,4.5,150000000,"['Comedy', 'Drama']","Awards, 1 nomination total"
The House That Jack Built,2018,6.8,150000000,"['Serial Killer', 'Slasher Horror', 'Crime', 'Drama', 'Horror']","Awards, 11 wins & 17 nominations total"
Censor,2021,6.0,150000000,"['Psychological Horror', 'Suspense Mystery', 'Horror', 'Mystery', 'Thriller']","Awards, 5 wins & 31 nominations total"
Saraband,2003,7.5,150000000,"['Drama', 'Music']","Awards, 3 wins & 3 nominations total"
Land Ho!,2014,6.0,150000000,"['Adventure', 'Comedy']","Awards, 2 wins & 3 nominations total"
Somebody Up There Likes Me,2012,5.7,150000000,"['Comedy', 'Romance']","Awards, 1 win & 3 nominations total"
Branagh Theatre Live: The Winter's Tale,2015,7.8,150000000,['Drama'],
The Midnight Meat Train,2008,6.0,150000000,"['Slasher Horror', 'Supernatural Horror', 'Horror', 'Mystery', 'Thriller']","Awards, 2 wins & 6 nominations total"
Lorna's Silence,2008,7.1,150000000,['Drama'],"Awards, 3 wins & 11 nominations total"
Parchi,2018,5.4,150000000,"['Action', 'Comedy', 'Crime']",
Eating Animals,2017,7.4,150000000,['Documentary'],
Casino Jack,2010,6.2,150000000,"['Dark Comedy', 'True Crime', 'Biography', 'Comedy', 'Crime', 'Drama']","Awards, 1 win & 2 nominations total"
The TV Set,2006,6.5,150000000,"['Satire', 'Comedy', 'Drama']","Awards, 1 nomination total"
A Cat in Paris,2010,6.9,150000000,"['Hand-Drawn Animation', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Family']","Nominated for 1 Oscar, 1 win & 6 nominations total"
Chuck,2016,6.5,150000000,"['Boxing', 'Biography', 'Drama', 'Sport']",
Enduring Love,2004,6.3,150000000,"['Drama', 'Mystery', 'Romance', 'Thriller']","Awards, 4 wins & 12 nominations total"
White Material,2009,6.9,150000000,"['Drama', 'War']","Awards, 1 win & 10 nominations total"
Transsiberian,2008,6.6,150000000,"['Psychological Thriller', 'Crime', 'Drama', 'Mystery', 'Thriller']","Awards, 2 wins & 11 nominations total"
Anvil: The Story of Anvil,2008,7.9,150000000,"['Biography', 'Documentary', 'Drama', 'Music']","Awards, 23 wins & 21 nominations total"
The Good Guy,2009,5.7,150000000,"['Comedy', 'Romance']",
Circuit,2001,5.6,150000000,"['Drama', 'Romance']","Awards, 1 win & 1 nomination total"
Sherrybaby,2006,6.6,150000,['Drama'],"Awards, 10 wins & 11 nominations total"
A Band Called Death,2012,7.5,150000,"['Biography', 'Documentary', 'Music']","Awards, 7 wins & 3 nominations total"
Sirocco and the Kingdom of the Winds,2023,7.1,150000,"['Adventure', 'Animation', 'Fantasy']","Awards, 2 wins & 4 nominations total"
Welcome to Me,2014,5.9,150000,"['Dark Comedy', 'Satire', 'Comedy', 'Drama']","Awards, 1 win & 2 nominations total"
24 Hour Party People,2002,7.3,150000,"['Biography', 'Comedy', 'Drama', 'Music']","Awards, 1 win & 13 nominations total"
The Devil's Backbone,2001,7.4,150000,"['Coming-of-Age', 'Period Drama', 'Psychological Thriller', 'Supernatural Horror', 'Drama', 'Horror', 'Thriller']","Awards, 6 wins & 11 nominations total"
Stuck in Love.,2012,7.2,150000,"['Romantic Comedy', 'Comedy', 'Drama', 'Romance']","Awards, 3 wins total"
Deer Camp '86,2022,5.4,150000,"['Supernatural Horror', 'Comedy', 'Horror', 'Thriller']",
May,2002,6.6,150000,"['Slasher Horror', 'Tragedy', 'Drama', 'Horror']","Awards, 9 wins & 8 nominations total"
The Snow Walker,2003,7.3,150000,"['Adventure', 'Drama']","Awards, 9 wins & 24 nominations total"
Solo Brathuke So Better,2020,5.5,150000,['Drama'],"Awards, 4 nominations total"
Lobster Cop,2018,5.1,150000,"['Comedy', 'Crime']",
Red Doors,2005,6.4,150000,['Drama'],"Awards, 5 wins total"
Sleep Dealer,2008,6.0,150000,"['Drama', 'Romance', 'Sci-Fi', 'Thriller']","Awards, 6 wins & 8 nominations total"
Happythankyoumoreplease,2010,6.7,15700000,"['Comedy', 'Drama', 'Romance']","Awards, 1 win & 3 nominations total"
A Call to Spy,2019,6.7,15670000,"['True Crime', 'Biography', 'Crime', 'Drama', 'History', 'Thriller', 'War']","Awards, 3 wins & 1 nomination total"
Joni 75: A Birthday Celebration,2019,7.7,15600000,['Music'],
Koch,2012,6.6,15600000,"['Biography', 'Documentary', 'History']",
Meet Bill,2007,6.2,15500000,"['Comedy', 'Drama']","Awards, 1 nomination total"
Bride of the Wind,2001,5.7,15500000,"['Biography', 'Drama', 'Music', 'Romance']",
A Smaller World,2000,,15500000,[],
Flight of the Red Balloon,2007,6.5,15500000,"['Drama', 'Family']","Awards, 5 wins & 15 nominations total"
The Seed of the Sacred Fig,2024,7.6,15000000,"['Political Drama', 'Political Thriller', 'Psychological Drama', 'Crime', 'Drama', 'Thriller']","Nominated for 1 Oscar, 34 wins & 67 nominations total"
Under the Silver Lake,2018,6.5,15000000,"['Psychological Thriller', 'Suspense Mystery', 'Crime', 'Drama', 'Mystery', 'Thriller']","Awards, 3 wins & 9 nominations total"
Deal,2008,5.3,15000000,"['Comedy', 'Drama']","Awards, 1 nomination total"
Exporting Raymond,2010,6.9,15000000,"['Comedy', 'Documentary']",
Once I Was Engaged,2021,4.6,15000000,['Comedy'],
"War, Inc.",2008,5.5,15000000,"['Dark Comedy', 'Satire', 'Action', 'Comedy', 'Thriller']","Awards, 1 nomination total"
We Grown Now,2023,6.8,15000000,['Drama'],"Awards, 4 wins & 13 nominations total"
Airpocalypse,2018,3.9,15000000,"['Action', 'Adventure', 'Comedy', 'Fantasy']",
Love Crime,2010,6.5,15000000,"['Psychological Thriller', 'Crime', 'Drama', 'Mystery', 'Thriller']","Awards, 1 nomination total"
The Warring States,2011,4.5,15000000,"['Drama', 'War']",
Safer at Home,2021,3.8,15000000,"['Crime', 'Drama', 'Horror', 'Thriller']",
Clemency,2019,6.5,15000000,"['Prison Drama', 'Drama']","Nominated for 1 BAFTA Award, 4 wins & 32 nominations total"
Robot & Frank,2012,7.0,15000000,"['Buddy Comedy', 'Caper', 'Comedy', 'Crime', 'Drama', 'Sci-Fi']","Awards, 2 wins & 6 nominations total"
My Friend Dahmer,2017,6.2,15000000,"['Coming-of-Age', 'Docudrama', 'Period Drama', 'Teen Drama', 'Biography', 'Drama', 'Horror']","Awards, 1 win & 2 nominations total"
All My Friends Hate Me,2021,6.3,15000000,"['Comedy', 'Horror']",
Restrepo,2010,7.4,15000000,"['Military Documentary', 'Biography', 'Documentary', 'History', 'War']","Nominated for 1 Oscar, 10 wins & 21 nominations total"
Paprika,2006,7.7,15000000,"['Adult Animation', 'Anime', 'Psychological Thriller', 'Animation', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi', 'Thriller']","Awards, 6 wins & 5 nominations total"
Venus,2006,7.1,15000000,"['Comedy', 'Drama', 'Romance']","Nominated for 1 Oscar, 4 wins & 21 nominations total"
Bubba Ho-Tep,2002,6.9,15000000,"['B-Horror', 'Dark Comedy', 'Supernatural Horror', 'Comedy', 'Fantasy', 'Horror', 'Mystery']","Awards, 7 wins & 10 nominations total"
Hysteria,2011,6.7,15000000,"['Period Drama', 'Biography', 'Comedy', 'Romance']","Awards, 2 nominations total"
Conquest 1453,2012,6.4,15000000,"['Sword & Sandal', 'Action', 'Drama', 'History', 'War']","Awards, 1 win total"
A Revision,2021,6.8,15000000,['Drama'],"Awards, 5 nominations total"
The Man from Nowhere,2010,7.7,15000000,"['Gun Fu', 'Action', 'Drama', 'Thriller']","Awards, 19 wins & 17 nominations total"
On Chesil Beach,2017,6.3,15000000,"['Drama', 'Music', 'Romance']",
The Greatest Miracle,2011,4.6,15000000,"['Animation', 'Drama', 'Family']","Awards, 1 win & 3 nominations total"
Ajami,2009,7.2,15000000,"['Crime', 'Drama']","Nominated for 1 Oscar, 15 wins & 10 nominations total"
Photograph,2019,6.8,15000000,"['Drama', 'Romance']","Awards, 3 wins & 11 nominations total"
King of California,2007,6.6,15000000,"['Comedy', 'Drama']",
Generation Wealth,2018,6.6,15000000,['Documentary'],"Awards, 6 nominations total"
Mother,2009,7.7,15000000,"['Psychological Drama', 'Psychological Thriller', 'Suspense Mystery', 'Tragedy', 'Whodunnit', 'Crime', 'Drama', 'Mystery', 'Thriller']","Awards, 44 wins & 47 nominations total"
The Nightingale,2018,7.3,15000000,"['Adventure', 'Drama', 'Thriller', 'Western']","Awards, 25 wins & 37 nominations total"
10 Items or Less,2006,6.5,15000000,"['Comedy', 'Drama']","Awards, 1 win & 2 nominations total"
Gauguin: Voyage to Tahiti,2017,6.0,15000000,"['Biography', 'Drama', 'Romance']",
The Inbetweeners,2011,6.7,15000000,"['Coming-of-Age', 'Raunchy Comedy', 'Teen Comedy', 'Comedy']","Awards, 2 wins & 4 nominations total"
Saint Laurent,2014,6.1,15000000,"['Biography', 'Drama', 'Romance']","Awards, 9 wins & 30 nominations total"
Jodorowsky's Dune,2013,8.0,15000000,['Documentary'],"Awards, 12 wins & 27 nominations total"
Film Stars Don't Die in Liverpool,2017,6.7,15000000,"['Biography', 'Drama', 'Romance']","Nominated for 3 BAFTA Awards, 3 wins & 19 nominations total"
Facing Windows,2003,7.2,15000000,"['Drama', 'Romance']","Awards, 34 wins & 24 nominations total"
Talento de barrio,2008,5.2,15000000,"['Action', 'Crime', 'Drama', 'Music']",
Sound of My Voice,2011,6.5,15000000,"['Psychological Thriller', 'Suspense Mystery', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']","Awards, 1 win & 8 nominations total"
Ashfall,2019,6.2,15000000,"['Action', 'Sci-Fi', 'Thriller']","Awards, 5 wins & 8 nominations total"
Reservation Road,2007,6.6,15000000,"['Crime', 'Drama', 'Thriller']","Awards, 1 win & 2 nominations total"
Asylum,2005,6.1,15000000,"['Dark Romance', 'Drama', 'Romance', 'Thriller']","Awards, 2 wins & 2 nominations total"
Cocaine Cowboys,2006,7.7,15000000,"['Crime Documentary', 'Crime', 'Documentary', 'History']",
Memory,2023,6.7,15000000,['Drama'],"Awards, 2 wins & 5 nominations total"
House of D,2004,6.8,15000000,"['Coming-of-Age', 'Comedy', 'Drama']",
The Foot Fist Way,2006,6.2,15000000,"['Dark Comedy', 'Martial Arts', 'Slapstick', 'Comedy']","Awards, 1 win total"
Little Manhattan,2005,7.4,15000000,"['Comedy', 'Family', 'Romance']",
V/H/S,2012,5.8,15000000,"['Found Footage Horror', 'Horror', 'Mystery', 'Thriller']","Awards, 5 nominations total"
Shooting Dogs,2005,7.6,15000000,"['Drama', 'History', 'War']","Nominated for 1 BAFTA Award, 1 win & 3 nominations total"
Three... Extremes,2004,6.9,15000000,"['Dark Comedy', 'Horror']","Awards, 5 wins & 14 nominations total"
Seondal: The Man Who Sells the River,2016,6.6,15000000,"['Adventure', 'Comedy', 'History']",
Fiddler: A Miracle of Miracles,2019,7.6,15000000,['Documentary'],"Awards, 1 win & 1 nomination total"
Red Rooms,2023,7.1,15000000,"['Psychological Horror', 'Psychological Thriller', 'Serial Killer', 'Crime', 'Horror', 'Mystery', 'Thriller']","Awards, 16 wins & 37 nominations total"
Casa de los babys,2003,6.4,15000000,['Drama'],"Awards, 2 nominations total"
Out of Control,2003,3.3,15000000,"['Comedy', 'Drama', 'Romance']","Awards, 1 nomination total"
Schemes in Antiques,2021,6.0,15000000,"['Action', 'Adventure', 'Comedy', 'Crime', 'Drama', 'Mystery']","Awards, 4 wins & 6 nominations total"
Looking Up,2019,6.2,15000000,['Drama'],"Awards, 5 wins & 10 nominations total"
Savage,2018,5.7,15000000,"['Action', 'Crime', 'Thriller']","Awards, 1 win & 3 nominations total"
Munger Road,2011,4.4,15000000,"['Horror', 'Mystery', 'Thriller']",
Force of Nature: The Dry 2,2024,5.9,15000000,"['Cop Drama', 'Police Procedural', 'Whodunnit', 'Crime', 'Mystery', 'Thriller']","Awards, 1 win & 7 nominations total"
Cherish,2002,6.6,15000000,"['Comedy', 'Drama', 'Mystery', 'Thriller']","Awards, 2 nominations total"
Kids for Cash,2013,7.1,15000000,"['Crime', 'Documentary', 'Drama']",
Adult Beginners,2014,5.6,15000000,"['Comedy', 'Drama']",
Prince Avalanche,2013,6.3,15000000,"['Comedy', 'Drama']","Awards, 3 wins & 6 nominations total"
Hard Luck Love Song,2020,5.3,15000000,"['Dark Romance', 'Romance', 'Thriller']",
The Wild Parrots of Telegraph Hill,2003,7.8,15000000,['Documentary'],"Awards, 4 wins & 2 nominations total"
Love Is All You Need,2012,6.5,15000000,"['Comedy', 'Drama', 'Romance']","Awards, 5 wins & 14 nominations total"
My Dear Liar,2019,6.3,15000000,['Drama'],"Awards, 6 wins & 11 nominations total"
On the Count of Three,2021,7.0,15000000,"['Buddy Comedy', 'Dark Comedy', 'Comedy', 'Crime', 'Drama']","Awards, 1 win & 8 nominations total"
Fireflies in the Garden,2008,6.4,15000000,['Drama'],"Awards, 1 nomination total"
Kurukshetra,2000,6.2,15000000,"['Action', 'Crime', 'Drama']","Awards, 4 nominations total"
Ira & Abby,2006,6.4,15000000,"['Comedy', 'Romance']","Awards, 4 wins & 2 nominations total"
Her Smell,2018,6.0,15000000,"['Drama', 'Music']","Awards, 4 wins & 30 nominations total"
Return to the Hiding Place,2013,5.0,15000000,"['Drama', 'History', 'Thriller', 'War']","Awards, 7 wins total"
Other People,2016,6.8,15000000,"['Dark Comedy', 'Comedy', 'Drama']","Awards, 3 wins & 12 nominations total"
Heart of Champions,2021,6.0,15000000,"['Drama', 'Sport']","Awards, 5 wins & 2 nominations total"
The Accidental Getaway Driver,2023,6.5,15000000,"['Drama', 'Thriller']","Awards, 1 win & 1 nomination total"
Alexandra's Project,2003,6.5,15000000,"['Drama', 'Mystery', 'Thriller']","Awards, 3 wins & 18 nominations total"
Perfume: The Story of a Murderer,2006,7.5,15000000,"['Serial Killer', 'Crime', 'Drama', 'Fantasy']","Awards, 15 wins & 20 nominations total"
Universal Language,2024,7.1,15000000,"['Comedy', 'Drama']","Awards, 18 wins & 21 nominations total"
A Secret,2007,6.8,15000000,"['Drama', 'War']","Awards, 4 wins & 13 nominations total"
Sharkwater,2006,7.8,15000000,['Documentary'],"Awards, 13 wins & 3 nominations total"
Starter for 10,2006,6.7,15000000,"['Comedy', 'Drama', 'Romance']","Awards, 1 win & 3 nominations total"
A Tale of Love and Darkness,2015,6.0,15000000,"['Biography', 'Drama', 'History', 'Mystery', 'Romance', 'War']","Awards, 2 nominations total"
All Good Things,2010,6.3,15000000,"['True Crime', 'Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']","Awards, 1 nomination total"
"My Donkey, My Lover & I",2020,6.5,15000000,"['Romantic Comedy', 'Screwball Comedy', 'Adventure', 'Comedy', 'Romance']","Awards, 1 win & 11 nominations total"
Color Me Kubrick,2005,6.1,15000000,"['Dark Comedy', 'Comedy', 'Drama']","Awards, 2 nominations total"
The Statement,2003,6.2,15000000,"['Drama', 'Thriller']","Awards, 4 wins total"
L'amour fou,2010,6.7,15000000,['Documentary'],"Awards, 1 win & 1 nomination total"
Last Resort,2000,7.2,15000000,"['Drama', 'Romance']","Won 1 BAFTA Award, 13 wins & 8 nominations total"
